15:48:28 | INFO    | 🚀 ЗАПУСК | Модель: gemini-2.5-pro | Вопросов: 482
15:48:28 | INFO    | 🌐 API: https://vedai.by/api/v1 | Temp: 0.3 | Tokens: 100
15:48:28 | INFO    | ----------------------------------------------------------------------
15:48:35 | INFO    | ✅ Подключение: ✓ gemini-2.5-pro
15:48:42 | INFO    | Q001 ❌ "Противошоковый набор включает следующие лекарственные препараты:..." → [1, 2, 3] (score: 0.0) [6.90с]
15:48:42 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 3, 5], получено [1, 2, 3]
15:48:48 | INFO    | Q002 ✅ "Препаратом выбора для оказания первой медицинской помощи при анафилаксии следует..." → [4] (score: 1.0) [5.96с]
15:48:57 | INFO    | Q003 ✅ "Эпинефрин при оказании первой помощи при анафилаксии следует вводить:..." → [4] (score: 1.0) [8.42с]
15:49:07 | INFO    | Q004 ✅ "Анафилаксия может развиться после воздействия на организм:..." → [4] (score: 1.0) [9.45с]
15:49:22 | INFO    | Q005 ✅ "Наиболее частая причина анафилаксии у детей:..." → [4] (score: 1.0) [13.86с]
15:49:34 | INFO    | Q006 ✅ "Неотложные мероприятия при развитии анафилаксии проводят:..." → [2] (score: 1.0) [11.50с]
15:49:43 | INFO    | Q007 ✅ "Препарат выбора при проведении противошоковых мероприятий при развитии анафилакс..." → [1] (score: 1.0) [8.75с]
15:49:49 | INFO    | Q008 ✅ "Сопутствующая патология, усугубляющая течение анафилаксии:..." → [1, 3, 4, 5] (score: 1.0) [5.82с]
15:49:56 | INFO    | Q009 ❌ "Для поражения сердечно-сосудистой системы при анафилаксии характерно:..." → [2, 5] (score: 0.0) [6.56с]
15:49:56 | INFO    |       ⚠️ Ошибка: ожидалось [5], получено [2, 5]
15:50:04 | INFO    | Q010 ❌ "Для поражения дыхательной системы при анафилактическом шоке характерно:..." → [2, 3] (score: 0.0) [7.06с]
15:50:04 | INFO    |       ⚠️ Ошибка: ожидалось [2, 3, 5], получено [2, 3]
15:50:04 | INFO    | 💾 Прогресс сохранён (#10)
15:50:11 | INFO    | Q011 ✅ "Для реакции анафилаксии характерны следующие поражения кожи:..." → [3, 5] (score: 1.0) [7.05с]
15:50:19 | INFO    | Q012 ✅ "Респираторные симптомы, характерные для анафилаксии:..." → [1, 2, 3, 4, 5] (score: 1.0) [7.49с]
15:50:29 | INFO    | Q013 ✅ "Гастроинтестинальные симптомы, характерные для анафилаксии:..." → [1, 2, 4, 5] (score: 1.0) [8.68с]
15:50:41 | INFO    | Q014 ✅ "Дифференциальный диагноз анафилаксии следует проводить с:..." → [1, 2, 3, 4, 5] (score: 1.0) [12.01с]
15:50:48 | INFO    | Q015 ✅ "Эпинефрин оказывает следующие действия на организм человека:..." → [1, 2, 3, 5] (score: 1.0) [6.07с]
15:50:55 | INFO    | Q016 ✅ "К обязательным противошоковым мероприятиям относится применение:..." → [3, 4] (score: 1.0) [6.53с]
15:51:03 | INFO    | Q017 ❌ "При анафилактическом шоке эпинефрин можно вводить..." → [2, 4, 5] (score: 0.0) [8.12с]
15:51:03 | INFO    |       ⚠️ Ошибка: ожидалось [2, 3, 4], получено [2, 4, 5]
15:51:09 | INFO    | Q018 ✅ "Абсолютные показания для назначения эпинефрина:..." → [1, 2, 3, 4, 5] (score: 1.0) [5.46с]
15:51:18 | INFO    | Q019 ✅ "Препаратом выбора для инфузионной терапии анафилаксии является:..." → [2] (score: 1.0) [8.40с]
15:51:26 | INFO    | Q020 ✅ "Показаниями к интубации трахеи при анафилаксии являются :..." → [2, 4] (score: 1.0) [6.94с]
15:51:26 | INFO    | 💾 Прогресс сохранён (#20)
15:51:34 | INFO    | Q021 ✅ "Для абдоминального варианта течения анафилактического шока характерно:..." → [4] (score: 1.0) [7.62с]
15:51:41 | INFO    | Q022 ✅ "Для церебрального варианта течения анафилактического шока характерно:..." → [5] (score: 1.0) [6.92с]
15:51:51 | INFO    | Q023 ✅ "Какое лекарственное средство необходимо ввести первым при анафилаксии?..." → [1] (score: 1.0) [9.45с]
15:51:58 | INFO    | Q024 ❌ "Для клиники анафилактического шока характерно:..." → [2, 3, 4] (score: 0.0) [6.75с]
15:51:58 | INFO    |       ⚠️ Ошибка: ожидалось [2], получено [2, 3, 4]
15:52:05 | INFO    | Q025 ✅ "Мероприятия, проводимые при лечении анафилактического шока, начинаются с:..." → [5] (score: 1.0) [5.90с]
15:52:11 | INFO    | Q026 ✅ "К мерам профилактики лекарственного анафилактического шока относится:..." → [5] (score: 1.0) [5.65с]
15:52:18 | INFO    | Q027 ✅ "Лабораторный маркер, отражающий наличие анафилаксии:..." → [3] (score: 1.0) [6.65с]
15:52:26 | INFO    | Q028 ❌ "В качестве антагонистов Н1-рецепторов гистамина при шоке используют:..." → [1, 2, 3] (score: 0.0) [6.89с]
15:52:26 | INFO    |       ⚠️ Ошибка: ожидалось [1, 3], получено [1, 2, 3]
15:52:32 | INFO    | Q029 ✅ "Анафилактический шок является следствием:..." → [1, 2, 3, 4] (score: 1.0) [5.89с]
15:52:40 | INFO    | Q030 ✅ "У пациента 32 лет, страдающего острым пиелонефритом, на введение цефтриаксона вн..." → [5] (score: 1.0) [7.54с]
15:52:40 | INFO    | 💾 Прогресс сохранён (#30)
15:52:48 | INFO    | Q031 ✅ "Пациента 34-х лет во время полевых работ пчела ужалила в шею, после чего он ощут..." → [2] (score: 1.0) [7.71с]
15:52:56 | INFO    | Q032 ✅ "Первое ведение адреналина при анафилаксии у взрослых, как правило, проводится:..." → [1] (score: 1.0) [6.76с]
15:53:02 | INFO    | Q033 ✅ "Анафилаксия является следствием:..." → [1, 2, 3, 4] (score: 1.0) [5.77с]
15:53:15 | INFO    | Q034 ✅ "После перенесенного анафилактического шока может развиться следующее осложнение:..." → [4] (score: 1.0) [12.31с]
15:53:22 | INFO    | Q035 ✅ "Вариантами клинического течения анафилаксии являются:..." → [2, 3, 4, 5] (score: 1.0) [7.03с]
15:53:32 | INFO    | Q036 ✅ "Причинами смерти от анафилактического шока в остром периоде могут быть:..." → [1, 2, 3] (score: 1.0) [9.23с]
15:53:40 | INFO    | Q037 ✅ "Основные жалобы при типичном варианте анафилактического шока:..." → [2, 3, 5] (score: 1.0) [7.27с]
15:53:48 | INFO    | Q038 ✅ "Анафилактический шок характеризуется:..." → [1, 2, 3] (score: 1.0) [7.36с]
15:54:17 | INFO    | Q039 ✅ "Чем меньше времени прошло от момента поступления аллергена в организм до первых ..." → [1] (score: 1.0) [29.37с]
15:54:26 | INFO    | Q040 ✅ "Спазм гладкой мускулатуры желудочно-кишечного тракта при анафилактическом шоке м..." → [1, 2, 3, 4] (score: 1.0) [8.21с]
15:54:26 | INFO    | 💾 Прогресс сохранён (#40)
15:54:36 | INFO    | Q041 ✅ "Поздние осложнения анафилактического шока:..." → [1, 2, 3] (score: 1.0) [9.81с]
15:54:45 | INFO    | Q042 ✅ "Кожные проявления анафилактического шока:..." → [1, 2, 3, 5] (score: 1.0) [8.02с]
15:54:54 | INFO    | Q043 ❌ "Клинические проявления церебрального варианта анафилактического шока:..." → [1, 2, 3, 4] (score: 0.0) [8.06с]
15:54:54 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 3], получено [1, 2, 3, 4]
15:55:02 | INFO    | Q044 ✅ "Клинические проявления анафилактического шока:..." → [1, 2, 3, 4, 6] (score: 1.0) [8.00с]
15:55:09 | INFO    | Q045 ✅ "Особенности острого злокачественного течения анафилактического шока:..." → [2, 3, 4] (score: 1.0) [6.30с]
15:55:17 | INFO    | Q046 ✅ "Лекарственные средства, наиболее часто вызывающие анафилактический шок:..." → [2, 3, 4] (score: 1.0) [7.96с]
15:55:25 | INFO    | Q047 ✅ "Госпитализация пациента при анафилактическом шоке необходима, если:..." → [2] (score: 1.0) [6.95с]
15:55:32 | INFO    | Q048 ✅ "Течение анафилактического шока бывает:..." → [1, 2, 4, 5] (score: 1.0) [6.60с]
15:55:45 | INFO    | Q049 ❌ "Мероприятия I-ой очереди в лечении лекарственного анафилактического шока:..." → [1, 4, 5, 6] (score: 0.0) [12.96с]
15:55:45 | INFO    |       ⚠️ Ошибка: ожидалось [1, 3, 4, 5, 6], получено [1, 4, 5, 6]
15:55:53 | INFO    | Q050 ✅ "В аптечке для оказания помощи при анафилактическом шоке должны быть лекарственны..." → [2, 3, 4, 5] (score: 1.0) [7.61с]
15:55:53 | INFO    | 💾 Прогресс сохранён (#50)
15:56:00 | INFO    | Q051 ✅ "Какие ограничения устанавливаются для государственных должностных и приравненных..." → [1, 2, 3] (score: 1.0) [5.66с]
15:56:07 | INFO    | Q052 ✅ "К коррупционными правонарушениям не относится:..." → [1, 2] (score: 1.0) [6.70с]
15:56:15 | INFO    | Q053 ✅ "Относится ли требование предоставления безвозмездной (спонсорской) помощи к прав..." → [1] (score: 1.0) [7.64с]
15:56:25 | INFO    | Q054 ✅ "Что является предметом взятки:..." → [1, 2] (score: 1.0) [9.28с]
15:56:33 | INFO    | Q055 ✅ "К выгодам имущественного характера можно отнести:..." → [1, 2, 4] (score: 1.0) [8.05с]
