17:30:03 | INFO    | 🚀 ЗАПУСК | Модель: gpt-5.4 | Вопросов: 482
17:30:03 | INFO    | 🌐 API: https://vedai.by/api/v1 | Temp: 0.3 | Tokens: 100
17:30:03 | INFO    | ----------------------------------------------------------------------
17:30:05 | INFO    | ✅ Подключение: ✓ gpt-5.4
17:30:08 | INFO    | Q001 ❌ "Противошоковый набор включает следующие лекарственные препараты:..." → [1, 2, 3] (score: 0.0) [3.36с]
17:30:08 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 3, 5], получено [1, 2, 3]
17:30:12 | INFO    | Q002 ✅ "Препаратом выбора для оказания первой медицинской помощи при анафилаксии следует..." → [4] (score: 1.0) [2.61с]
17:30:14 | INFO    | Q003 ✅ "Эпинефрин при оказании первой помощи при анафилаксии следует вводить:..." → [4] (score: 1.0) [1.89с]
17:30:16 | INFO    | Q004 ✅ "Анафилаксия может развиться после воздействия на организм:..." → [4] (score: 1.0) [1.77с]
17:30:19 | INFO    | Q005 ✅ "Наиболее частая причина анафилаксии у детей:..." → [4] (score: 1.0) [2.67с]
17:30:22 | INFO    | Q006 ✅ "Неотложные мероприятия при развитии анафилаксии проводят:..." → [2] (score: 1.0) [1.84с]
17:30:24 | INFO    | Q007 ✅ "Препарат выбора при проведении противошоковых мероприятий при развитии анафилакс..." → [1] (score: 1.0) [1.54с]
17:30:26 | INFO    | Q008 ❌ "Сопутствующая патология, усугубляющая течение анафилаксии:..." → [1, 3, 4] (score: 0.0) [1.92с]
17:30:26 | INFO    |       ⚠️ Ошибка: ожидалось [1, 3, 4, 5], получено [1, 3, 4]
17:30:30 | INFO    | Q009 ❌ "Для поражения сердечно-сосудистой системы при анафилаксии характерно:..." → [2] (score: 0.0) [3.04с]
17:30:30 | INFO    |       ⚠️ Ошибка: ожидалось [5], получено [2]
17:30:32 | INFO    | Q010 ❌ "Для поражения дыхательной системы при анафилактическом шоке характерно:..." → [2, 3] (score: 0.0) [1.92с]
17:30:32 | INFO    |       ⚠️ Ошибка: ожидалось [2, 3, 5], получено [2, 3]
17:30:32 | INFO    | 💾 Прогресс сохранён (#10)
17:30:35 | INFO    | Q011 ✅ "Для реакции анафилаксии характерны следующие поражения кожи:..." → [3, 5] (score: 1.0) [2.45с]
17:30:37 | INFO    | Q012 ❌ "Респираторные симптомы, характерные для анафилаксии:..." → [2, 3] (score: 0.0) [1.54с]
17:30:37 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 3, 4, 5], получено [2, 3]
17:30:42 | INFO    | Q013 ❌ "Гастроинтестинальные симптомы, характерные для анафилаксии:..." → [2, 4, 5] (score: 0.0) [4.49с]
17:30:42 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 4, 5], получено [2, 4, 5]
17:30:45 | INFO    | Q014 ✅ "Дифференциальный диагноз анафилаксии следует проводить с:..." → [1, 2, 3, 4, 5] (score: 1.0) [1.84с]
17:30:47 | INFO    | Q015 ✅ "Эпинефрин оказывает следующие действия на организм человека:..." → [1, 2, 3, 5] (score: 1.0) [2.14с]
17:30:49 | INFO    | Q016 ✅ "К обязательным противошоковым мероприятиям относится применение:..." → [3, 4] (score: 1.0) [1.78с]
17:30:52 | INFO    | Q017 ❌ "При анафилактическом шоке эпинефрин можно вводить..." → [2, 4] (score: 0.0) [1.78с]
17:30:52 | INFO    |       ⚠️ Ошибка: ожидалось [2, 3, 4], получено [2, 4]
17:30:54 | INFO    | Q018 ❌ "Абсолютные показания для назначения эпинефрина:..." → [1, 2, 4, 5] (score: 0.0) [1.81с]
17:30:54 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 3, 4, 5], получено [1, 2, 4, 5]
17:30:56 | INFO    | Q019 ✅ "Препаратом выбора для инфузионной терапии анафилаксии является:..." → [2] (score: 1.0) [1.91с]
17:30:59 | INFO    | Q020 ✅ "Показаниями к интубации трахеи при анафилаксии являются :..." → [2, 4] (score: 1.0) [1.77с]
17:30:59 | INFO    | 💾 Прогресс сохранён (#20)
17:31:01 | INFO    | Q021 ✅ "Для абдоминального варианта течения анафилактического шока характерно:..." → [4] (score: 1.0) [1.60с]
17:31:03 | INFO    | Q022 ✅ "Для церебрального варианта течения анафилактического шока характерно:..." → [5] (score: 1.0) [1.66с]
17:31:06 | INFO    | Q023 ✅ "Какое лекарственное средство необходимо ввести первым при анафилаксии?..." → [1] (score: 1.0) [2.11с]
17:31:08 | INFO    | Q024 ✅ "Для клиники анафилактического шока характерно:..." → [2] (score: 1.0) [1.74с]
17:31:10 | INFO    | Q025 ✅ "Мероприятия, проводимые при лечении анафилактического шока, начинаются с:..." → [5] (score: 1.0) [1.72с]
17:31:12 | INFO    | Q026 ✅ "К мерам профилактики лекарственного анафилактического шока относится:..." → [5] (score: 1.0) [1.58с]
17:31:14 | INFO    | Q027 ✅ "Лабораторный маркер, отражающий наличие анафилаксии:..." → [3] (score: 1.0) [1.51с]
17:31:16 | INFO    | Q028 ❌ "В качестве антагонистов Н1-рецепторов гистамина при шоке используют:..." → [1, 2, 3] (score: 0.0) [1.54с]
17:31:16 | INFO    |       ⚠️ Ошибка: ожидалось [1, 3], получено [1, 2, 3]
17:31:18 | INFO    | Q029 ✅ "Анафилактический шок является следствием:..." → [1, 2, 3, 4] (score: 1.0) [1.62с]
17:31:21 | INFO    | Q030 ✅ "У пациента 32 лет, страдающего острым пиелонефритом, на введение цефтриаксона вн..." → [5] (score: 1.0) [1.94с]
17:31:21 | INFO    | 💾 Прогресс сохранён (#30)
17:31:23 | INFO    | Q031 ✅ "Пациента 34-х лет во время полевых работ пчела ужалила в шею, после чего он ощут..." → [2] (score: 1.0) [1.84с]
17:31:26 | INFO    | Q032 ✅ "Первое ведение адреналина при анафилаксии у взрослых, как правило, проводится:..." → [1] (score: 1.0) [2.69с]
17:31:29 | INFO    | Q033 ✅ "Анафилаксия является следствием:..." → [1, 2, 3, 4] (score: 1.0) [1.83с]
17:31:31 | INFO    | Q034 ✅ "После перенесенного анафилактического шока может развиться следующее осложнение:..." → [4] (score: 1.0) [1.70с]
17:31:34 | INFO    | Q035 ✅ "Вариантами клинического течения анафилаксии являются:..." → [2, 3, 4, 5] (score: 1.0) [2.09с]
17:31:36 | INFO    | Q036 ✅ "Причинами смерти от анафилактического шока в остром периоде могут быть:..." → [1, 2, 3] (score: 1.0) [1.80с]
17:31:38 | INFO    | Q037 ✅ "Основные жалобы при типичном варианте анафилактического шока:..." → [2, 3, 5] (score: 1.0) [1.84с]
17:31:40 | INFO    | Q038 ✅ "Анафилактический шок характеризуется:..." → [1, 2, 3] (score: 1.0) [1.43с]
17:31:42 | INFO    | Q039 ✅ "Чем меньше времени прошло от момента поступления аллергена в организм до первых ..." → [1] (score: 1.0) [1.55с]
17:31:44 | INFO    | Q040 ✅ "Спазм гладкой мускулатуры желудочно-кишечного тракта при анафилактическом шоке м..." → [1, 2, 3, 4] (score: 1.0) [1.69с]
17:31:44 | INFO    | 💾 Прогресс сохранён (#40)
17:31:47 | INFO    | Q041 ✅ "Поздние осложнения анафилактического шока:..." → [1, 2, 3] (score: 1.0) [2.58с]
17:31:50 | INFO    | Q042 ✅ "Кожные проявления анафилактического шока:..." → [1, 2, 3, 5] (score: 1.0) [1.70с]
17:31:52 | INFO    | Q043 ❌ "Клинические проявления церебрального варианта анафилактического шока:..." → [1, 2, 3, 4] (score: 0.0) [1.66с]
17:31:52 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 3], получено [1, 2, 3, 4]
17:31:54 | INFO    | Q044 ✅ "Клинические проявления анафилактического шока:..." → [1, 2, 3, 4, 6] (score: 1.0) [1.78с]
17:31:57 | INFO    | Q045 ✅ "Особенности острого злокачественного течения анафилактического шока:..." → [2, 3, 4] (score: 1.0) [2.71с]
17:32:00 | INFO    | Q046 ✅ "Лекарственные средства, наиболее часто вызывающие анафилактический шок:..." → [2, 3, 4] (score: 1.0) [2.18с]
17:32:03 | INFO    | Q047 ✅ "Госпитализация пациента при анафилактическом шоке необходима, если:..." → [2] (score: 1.0) [2.22с]
17:32:06 | INFO    | Q048 ✅ "Течение анафилактического шока бывает:..." → [1, 2, 4, 5] (score: 1.0) [2.47с]
17:32:08 | INFO    | Q049 ❌ "Мероприятия I-ой очереди в лечении лекарственного анафилактического шока:..." → [1, 4, 5, 6] (score: 0.0) [2.10с]
17:32:08 | INFO    |       ⚠️ Ошибка: ожидалось [1, 3, 4, 5, 6], получено [1, 4, 5, 6]
17:32:11 | INFO    | Q050 ✅ "В аптечке для оказания помощи при анафилактическом шоке должны быть лекарственны..." → [2, 3, 4, 5] (score: 1.0) [2.29с]
17:32:11 | INFO    | 💾 Прогресс сохранён (#50)
17:32:13 | INFO    | Q051 ✅ "Какие ограничения устанавливаются для государственных должностных и приравненных..." → [1, 2, 3] (score: 1.0) [1.50с]
17:32:16 | INFO    | Q052 ✅ "К коррупционными правонарушениям не относится:..." → [1, 2] (score: 1.0) [1.97с]
17:32:18 | INFO    | Q053 ✅ "Относится ли требование предоставления безвозмездной (спонсорской) помощи к прав..." → [1] (score: 1.0) [1.59с]
17:32:21 | INFO    | Q054 ✅ "Что является предметом взятки:..." → [1, 2] (score: 1.0) [2.48с]
17:32:23 | INFO    | Q055 ✅ "К выгодам имущественного характера можно отнести:..." → [1, 2, 4] (score: 1.0) [1.77с]
17:32:25 | INFO    | Q056 ✅ "Наказание за взяточничество предусматривает:..." → [1] (score: 1.0) [1.68с]
17:32:27 | INFO    | Q057 ❌ "Меры по противодействию коррупции включают:..." → [1, 2, 3] (score: 0.0) [1.72с]
17:32:27 | INFO    |       ⚠️ Ошибка: ожидалось [2, 3], получено [1, 2, 3]
17:32:30 | INFO    | Q058 ✅ "Виды ответственности при коррупционных правонарушениях..." → [2, 3, 4, 5] (score: 1.0) [2.43с]
17:32:32 | INFO    | Q059 ❌ "Кто является председателем комиссии по борьбе с коррупцией в организации?..." → [3] (score: 0.0) [1.47с]
17:32:32 | INFO    |       ⚠️ Ошибка: ожидалось [1], получено [3]
17:32:35 | INFO    | Q060 ✅ "Когда сформировалась биоэтика?..." → [3] (score: 1.0) [2.31с]
17:32:35 | INFO    | 💾 Прогресс сохранён (#60)
17:32:37 | INFO    | Q061 ✅ "Какой международный биоэтический документ является элементом международного прав..." → [3] (score: 1.0) [1.72с]
17:32:39 | INFO    | Q062 ✅ "Выберите из перечисленных главные (основные) принципы биоэтики:..." → [1, 3, 4, 7] (score: 1.0) [1.52с]
17:32:42 | INFO    | Q063 ✅ "Выберите из перечисленных основные правила биоэтики:..." → [2, 4, 5] (score: 1.0) [1.74с]
17:32:44 | INFO    | Q064 ✅ "Какие виды этических (биоэтических) комитетов (комиссий) существуют в Республике..." → [2, 3, 4] (score: 1.0) [1.45с]
17:32:46 | INFO    | Q065 ✅ "Биоэтика – это..." → [1] (score: 1.0) [2.31с]
17:32:48 | INFO    | Q066 ✅ "Основателем биоэтики считается..." → [6] (score: 1.0) [1.63с]
17:32:51 | INFO    | Q067 ❌ "К основным моделям взаимоотношений врача и пациента относят..." → [1, 2, 5] (score: 0.0) [1.58с]
17:32:51 | INFO    |       ⚠️ Ошибка: ожидалось [1, 2, 5, 6], получено [1, 2, 5]
17:32:53 | INFO    | Q068 ✅ "Основной принцип гиппократовой модели медицинской этики..." → [1] (score: 1.0) [2.29с]
17:32:56 | INFO    | Q069 ✅ "Основной принцип медицинской этики Парацельса..." → [1] (score: 1.0) [2.01с]
17:32:59 | INFO    | Q070 ✅ "Патернализм (в медицине) это..." → [1] (score: 1.0) [2.75с]
17:32:59 | INFO    | 💾 Прогресс сохранён (#70)
